20190627-000002,OK,11.00,11.00,32.0,28.0
20190627-000501,OK,11.00,11.00,32.0,28.0
20190627-001001,OK,11.00,11.00,32.0,28.0
20190627-001502,OK,11.00,11.00,32.0,28.0
20190627-002001,OK,11.00,11.00,32.0,28.0
20190627-002502,OK,11.00,11.00,32.0,28.0
20190627-003001,OK,11.00,11.00,32.0,28.0
20190627-003501,OK,11.00,11.00,32.0,28.0
20190627-004002,OK,11.00,11.00,32.0,28.0
20190627-004501,OK,11.00,11.00,32.0,28.0
20190627-005002,OK,11.00,11.00,32.0,28.0
20190627-005501,OK,11.00,11.00,32.0,28.0
20190627-010001,OK,11.00,11.00,32.0,28.0
20190627-010502,OK,10.00,11.00,32.0,28.0
20190627-011001,OK,10.00,11.00,32.0,28.0
20190627-011502,OK,10.00,10.00,32.0,28.0
20190627-012001,OK,10.00,10.00,32.0,28.0
20190627-012501,OK,10.00,10.00,32.0,28.0
20190627-013002,OK,10.00,10.00,32.0,28.0
20190627-013501,OK,10.00,10.00,32.0,28.0
20190627-014002,OK,9.00,10.00,32.0,28.0
20190627-014501,OK,9.00,9.00,32.0,28.0
20190627-015001,OK,9.00,9.00,32.0,28.0
20190627-015502,OK,8.00,8.00,32.0,28.0
20190627-020001,OK,7.00,8.00,32.0,28.0
20190627-020502,OK,7.00,7.00,32.0,28.0
20190627-021001,OK,6.00,7.00,32.0,28.0
20190627-021502,OK,7.00,7.00,30.0,28.0
20190627-110002,
20190627-130503,
